actor_episodes,actor_steps,delta_dist,episode_length,episode_return,evaluator_episodes,evaluator_steps,final_dist,init_dist,min_dist,steps_per_second,success,success_1000
2411,361650,-0.27922803,150,0.0,613,91950,0.932814,0.653586,0.44525248,299.42617711742645,0.0,0.0
2422,363300,0.07640332,150,0.0,616,92400,0.58394223,0.66034555,0.37282252,292.1084887789441,0.0,0.0
2434,365100,0.16481668,150,0.0,619,92850,0.5350251,0.6998418,0.50984657,290.47217814335664,0.0,0.0
2443,366450,-0.27740395,150,0.0,621,93150,0.93263966,0.6552357,0.4472959,285.8205398804556,0.0,0.0
2454,368100,0.02609688,150,0.0,624,93600,0.6535052,0.6796021,0.64592266,301.2958950870922,0.0,0.0
2465,369750,0.15367776,150,0.0,627,94050,0.53140664,0.6850844,0.5049421,300.1312352861201,0.0,0.0
2474,371100,0.15382338,150,0.0,630,94500,0.54011637,0.69393975,0.51508,322.47521641587934,0.0,0.0
2491,373650,0.1684466,150,0.0,633,94950,0.54330534,0.71175194,0.5187397,270.43206676621764,0.0,0.0
2502,375300,0.1772238,150,0.0,636,95400,0.5117806,0.6890044,0.49240115,285.021487186968,0.0,0.0
2512,376800,0.1709792,150,0.0,638,95700,0.5098403,0.6808195,0.4840165,296.08036086149326,0.0,0.0
2522,378300,0.1423344,150,0.0,641,96150,0.5447701,0.6871045,0.518328,317.6952679409577,0.0,0.0
2530,379500,-0.27319497,150,0.0,644,96600,0.9379266,0.6647316,0.45541707,357.8963296526137,0.0,0.0
2544,381600,0.2589223,150,0.0,647,97050,0.42609963,0.68502194,0.42609963,280.6188957771055,0.0,0.0
2554,383100,-0.27505767,150,0.0,649,97350,0.9343261,0.65926844,0.44949964,318.75292586985734,0.0,0.0
2558,383700,0.13671869,150,0.0,651,97650,0.52948195,0.66620064,0.4578738,300.4131276417345,0.0,0.0
2568,385200,0.1702398,150,0.0,653,97950,0.5211906,0.6914304,0.4956734,279.01412398309805,0.0,0.0
2579,386850,-0.27532727,150,0.0,656,98400,0.9303863,0.65505904,0.43581775,290.188948158603,0.0,0.0
2591,388650,0.16618377,150,0.0,659,98850,0.53445125,0.700635,0.50825876,328.04991044589343,0.0,0.0
2603,390450,0.16984236,150,0.0,662,99300,0.50297844,0.6728208,0.39126477,321.2060256353966,0.0,0.0
2612,391800,-0.28126335,150,0.0,665,99750,0.93434066,0.6530773,0.44357336,300.4280467050336,0.0,0.0
2623,393450,-0.040257096,150,0.0,668,100200,0.71078855,0.67053145,0.39295793,308.5812324991797,0.0,0.0
2637,395550,-0.27497578,150,0.0,671,100650,0.9347005,0.6597247,0.37655503,309.3584093315127,0.0,0.0
2650,397500,0.15245354,150,0.0,674,101100,0.53231585,0.6847694,0.5145162,318.5540890043767,0.0,0.0
2661,399150,-0.27473694,150,0.0,677,101550,0.93796873,0.6632318,0.45231703,317.79492272147303,0.0,0.0
2670,400500,-0.22750193,150,0.0,680,102000,0.92816657,0.70066464,0.48145172,322.93669903670104,0.0,0.0
2679,401850,0.16378278,150,0.0,683,102450,0.5433512,0.70713395,0.51863056,318.16021550998283,0.0,0.0
2691,403650,0.16466856,150,0.0,685,102750,0.5372718,0.70194036,0.5105738,286.6376663161597,0.0,0.0
2702,405300,0.1453644,150,0.0,688,103200,0.52988046,0.67524487,0.5053293,292.8647836420969,0.0,0.0
2714,407100,0.23456985,150,0.0,691,103650,0.4360602,0.67063004,0.42278835,311.0769176000111,0.0,0.0
2724,408600,0.16705674,150,0.0,694,104100,0.50322664,0.6702834,0.4736309,360.4047514298284,0.0,0.0
2736,410400,-0.27403104,150,0.0,697,104550,0.9370639,0.6630328,0.45348525,324.35385260214395,0.0,0.0
2749,412350,0.14669442,150,0.0,700,105000,0.539864,0.6865584,0.51403123,292.04353923130947,0.0,0.0
2759,413850,0.16160452,150,0.0,703,105450,0.536926,0.6985305,0.5130395,317.6009664142769,0.0,0.0
2772,415800,0.15541226,150,0.0,706,105900,0.53707695,0.6924892,0.5119126,311.24789436840945,0.0,0.0
2780,417000,-0.07928896,150,0.0,709,106350,0.763558,0.684269,0.6498255,311.3480129558102,0.0,0.0
2792,418800,-0.0749439,150,0.0,711,106650,0.7647308,0.6897869,0.639044,308.1390115091938,0.0,0.0
2806,420900,-0.27849245,150,0.0,714,107100,0.9332882,0.65479577,0.3688876,307.46437732835705,0.0,0.0
2818,422700,-0.029537022,150,0.0,717,107550,0.69564885,0.6661118,0.3785269,337.9957354702184,0.0,0.0
2827,424050,-0.27405888,150,0.0,720,108000,0.9375688,0.6635099,0.45340517,331.0837827014289,0.0,0.0
2839,425850,-0.055604696,150,0.0,723,108450,0.72708964,0.67148495,0.39090878,327.31994805713714,0.0,0.0
2851,427650,0.006965697,150,0.0,726,108900,0.6805166,0.6874823,0.65559536,348.7729525695403,0.0,0.0
2864,429600,-0.058830976,150,0.0,729,109350,0.74410856,0.6852776,0.43513203,291.8955784574314,0.0,0.0
2875,431250,0.16533655,150,0.0,732,109800,0.5434511,0.7087876,0.5189247,305.75230463960435,0.0,0.0
2887,433050,0.16673273,150,0.0,735,110250,0.538238,0.7049707,0.5129992,302.7080082621605,0.0,0.0
2898,434700,-0.03504914,150,0.0,738,110700,0.6939953,0.65894616,0.36454734,319.26066395924556,0.0,0.0
2909,436350,-0.059543908,150,0.0,741,111150,0.76360434,0.70406044,0.44290784,311.0224784089617,0.0,0.0
2921,438150,-0.06321776,150,0.0,744,111600,0.7622719,0.6990541,0.4563032,334.79081746682135,0.0,0.0
2933,439950,0.064073026,150,0.0,747,112050,0.5956992,0.6597722,0.37099057,321.5775632719717,0.0,0.0
2943,441450,0.2652574,150,0.0,750,112500,0.40502778,0.67028517,0.3595414,334.7238449113533,0.0,0.0
2954,443100,-0.040229976,150,0.0,753,112950,0.7503304,0.7101004,0.4205801,340.5140084486384,0.0,0.0
2966,444900,-0.048474252,150,0.0,756,113400,0.7339675,0.68549323,0.38612852,337.1740846555913,0.0,0.0
2978,446700,-0.052811265,150,0.0,759,113850,0.7533036,0.7004923,0.39221132,334.76694651460025,0.0,0.0
2990,448500,-0.0535143,150,0.0,762,114300,0.7678126,0.7142983,0.40223393,354.98279944953725,0.0,0.0
3002,450300,-0.055431724,150,0.0,765,114750,0.76718,0.7117483,0.38694304,363.52781904317817,0.0,0.0
3014,452100,-0.05510944,150,0.0,768,115200,0.7665872,0.71147776,0.388674,349.5243624323266,0.0,0.0
3026,453900,-0.04501003,150,0.0,771,115650,0.74613136,0.70112133,0.42862338,355.51175629630046,0.0,0.0
3038,455700,-0.04745549,150,0.0,774,116100,0.7101078,0.6626523,0.3622913,364.5285170309563,0.0,0.0
3050,457500,-0.050353825,150,0.0,777,116550,0.7056332,0.6552794,0.3534074,353.5775282389114,0.0,0.0
3062,459300,-0.045194387,150,0.0,780,117000,0.74327016,0.6980758,0.42362326,350.1867972837582,0.0,0.0
3074,461100,-0.046701014,150,0.0,783,117450,0.7207745,0.67407346,0.38278186,330.0806490538479,0.0,0.0
3086,462900,-0.04727441,150,0.0,786,117900,0.7126028,0.6653284,0.36716306,330.81585866021663,0.0,0.0
3098,464700,-0.0466882,150,0.0,789,118350,0.7209587,0.6742705,0.3831287,352.1786078337967,0.0,0.0
3110,466500,-0.053027093,150,0.0,792,118800,0.70628256,0.65325546,0.35473856,375.9947360966435,0.0,0.0
3122,468300,-0.04675013,150,0.0,795,119250,0.7200659,0.67331576,0.381446,372.8981767187576,0.0,0.0
3134,470100,-0.046302617,150,0.0,798,119700,0.72657543,0.6802728,0.39359623,334.9441001724909,0.0,0.0
3146,471900,-0.06263536,150,0.0,801,120150,0.75105196,0.6884166,0.40347174,345.4061728300171,0.0,0.0
3158,473700,0.043946743,150,0.0,804,120600,0.615601,0.65954775,0.35582143,318.87538557759854,0.0,0.0
3167,475050,-0.07781124,150,0.0,807,121050,0.76767063,0.6898594,0.45955798,332.44996438482985,0.0,0.0
3179,476850,0.030695379,150,0.0,810,121500,0.6304385,0.6611339,0.3593335,366.62513708839975,0.0,0.0
3191,478650,0.05932492,150,0.0,813,121950,0.5958871,0.65521204,0.298071,370.00315811945455,0.0,0.0
3203,480450,-0.076985896,150,0.0,816,122400,0.763358,0.6863721,0.47106457,362.1131926042403,0.0,0.0
3215,482250,-0.035716712,150,0.0,819,122850,0.74371815,0.70800143,0.42952308,352.6881623985766,0.0,0.0
3227,484050,-0.04012096,150,0.0,822,123300,0.73739,0.697269,0.42875335,302.83783393501807,0.0,0.0
3239,485850,0.0034541488,150,0.0,825,123750,0.6570969,0.6605511,0.29838964,343.2769303631018,0.0,0.0
3248,487200,-0.030352473,150,0.0,828,124200,0.7110928,0.68074036,0.3931583,329.72567302975546,0.0,0.0
3263,489450,-0.024140954,150,0.0,831,124650,0.71921116,0.6950702,0.4232679,342.02584660347446,0.0,0.0
3272,490800,-0.0236516,150,0.0,834,125100,0.72160864,0.69795704,0.4250103,339.81199620622084,0.0,0.0
3284,492600,0.24511397,150,0.0,837,125550,0.45756447,0.70267844,0.418657,339.34315348892403,0.0,0.0
3290,493500,0.02980256,150,0.0,839,125850,0.65761805,0.6874206,0.34947303,279.26764472059944,0.0,0.0
3302,495300,-0.004455149,150,0.0,842,126300,0.7201624,0.71570724,0.41690838,315.22579022444995,0.0,0.0
3314,497100,0.21541029,150,0.0,845,126750,0.4627152,0.6781255,0.33056045,324.37994094454695,0.0,0.0
3326,498900,-0.020561337,150,0.0,848,127200,0.67627865,0.6557173,0.28974557,317.7130760436151,0.0,0.0
3338,500700,0.018719375,150,0.0,851,127650,0.6726205,0.69133985,0.35688502,339.0222361128699,0.0,0.0
3350,502500,-0.0062794685,150,0.0,854,128100,0.6811589,0.67487943,0.3238491,328.37009026782846,0.0,0.0
3362,504300,0.023349226,150,0.0,857,128550,0.6697404,0.6930896,0.3603536,312.1971358944115,0.0,0.0
3370,505500,-0.020499766,150,0.0,859,128850,0.71535814,0.6948584,0.36365393,282.6580238554887,0.0,0.0
3382,507300,-0.06353229,150,0.0,862,129300,0.7275139,0.6639816,0.3011626,350.62336885011564,0.0,0.0
3396,509400,0.24377283,150,0.0,865,129750,0.46357027,0.7073431,0.39707357,351.77611417050093,0.0,0.0
3408,511200,0.25694624,150,0.0,868,130200,0.44769564,0.7046419,0.39229107,311.7928549056611,0.0,0.0
3420,513000,-0.06531042,150,0.0,871,130650,0.7289036,0.6635932,0.29961437,317.72157971577315,0.0,0.0
3431,514650,0.24584109,150,0.0,874,131100,0.45546615,0.70130724,0.38921013,331.20282504851076,0.0,0.0
3443,516450,-0.05014664,150,0.0,877,131550,0.72438985,0.6742432,0.3225211,334.6501348397083,0.0,0.0
3455,518250,-0.030494094,150,0.0,880,132000,0.69116235,0.66066825,0.29478404,358.17098393385675,0.0,0.0
3467,520050,0.22666827,150,0.0,883,132450,0.46771637,0.69438463,0.3628263,320.0932889071369,0.0,0.0
3478,521700,-0.06429428,150,0.0,886,132900,0.7280184,0.6637241,0.2998948,328.2184834494092,0.0,0.0
3490,523500,-0.06408501,150,0.0,889,133350,0.73692364,0.6728386,0.31954038,304.0938770440022,0.0,0.0
3502,525300,-0.03712648,150,0.0,892,133800,0.7024489,0.6653224,0.3033831,361.57855444578354,0.0,0.0
3511,526650,0.2258457,150,0.0,895,134250,0.45276642,0.6786121,0.33155772,339.6424915891806,0.0,0.0
3523,528450,0.22536144,150,0.0,898,134700,0.4591088,0.68447024,0.34486347,350.754924206524,0.0,0.0
3535,530250,-0.025963783,150,0.0,901,135150,0.6907975,0.6648337,0.30234015,312.5586719181594,0.0,0.0
3547,532050,-0.06752753,150,0.0,904,135600,0.7708727,0.7033452,0.40377325,346.5175609046807,0.0,0.0
3556,533400,-0.04748881,150,0.0,907,136050,0.7156865,0.6681977,0.3096497,368.40355974661577,0.0,0.0
3568,535200,0.033308387,150,0.0,910,136500,0.67011714,0.7034255,0.43276358,320.40562418548467,0.0,0.0
3580,537000,-0.070166886,150,0.0,913,136950,0.76571727,0.6955504,0.4212716,354.23029888091384,0.0,0.0
3592,538800,-0.06393528,150,0.0,916,137400,0.76586086,0.7019256,0.41992745,316.1532500972361,0.0,0.0
3604,540600,-0.05391735,150,0.0,919,137850,0.7219353,0.6680179,0.30928627,316.117349369017,0.0,0.0
3616,542400,0.016688526,150,0.0,922,138300,0.64094144,0.65762997,0.28935182,326.8492581355721,0.0,0.0
3628,544200,0.01872909,150,0.0,925,138750,0.63704556,0.65577465,0.28697953,308.0252610387302,0.0,0.0
3640,546000,-0.05445707,150,0.0,928,139200,0.7241655,0.66970843,0.3129297,322.7627432280399,0.0,0.0
3652,547800,-0.06791389,150,0.0,931,139650,0.76709104,0.69917715,0.41818947,341.23040141971063,0.0,0.0
3664,549600,-0.0036507845,150,0.0,934,140100,0.7128256,0.7091748,0.43716484,296.60407993162244,0.0,0.0
3676,551400,-0.023182392,150,0.0,937,140550,0.6993234,0.676141,0.3361234,353.2779300121288,0.0,0.0
3688,553200,-0.051370025,150,0.0,940,141000,0.7516174,0.70024735,0.44934794,327.2057221225692,0.0,0.0
3700,555000,-0.06386733,150,0.0,943,141450,0.7433093,0.679442,0.33324394,354.53670972530045,0.0,0.0
3712,556800,-0.081398845,150,0.0,946,141900,0.7633121,0.68191326,0.3581587,331.59139685203377,0.0,0.0
3724,558600,-0.06369829,150,0.0,949,142350,0.73414063,0.67044234,0.31446248,327.74042714125414,0.0,0.0
3736,560400,-0.0744496,150,0.0,952,142800,0.7709219,0.6964723,0.4171334,341.01825407623056,0.0,0.0
3748,562200,-0.062352955,150,0.0,955,143250,0.71568054,0.6533276,0.28654757,336.26239714034665,0.0,0.0
3760,564000,-0.06329757,150,0.0,958,143700,0.7391534,0.6758558,0.32583448,326.7550449638653,0.0,0.0
3772,565800,-0.060657263,150,0.0,961,144150,0.7676369,0.70697963,0.44700977,343.4637702284188,0.0,0.0
3784,567600,-0.064495206,150,0.0,964,144600,0.76629907,0.70180386,0.44258377,344.34956802066716,0.0,0.0
3796,569400,-0.042775452,150,0.0,967,145050,0.75662947,0.713854,0.4400859,347.8802463019322,0.0,0.0
3808,571200,-0.06336808,150,0.0,970,145500,0.75248516,0.6891171,0.3531256,321.6288546272397,0.0,0.0
3820,573000,-0.047569215,150,0.0,973,145950,0.7638534,0.71628416,0.44083962,343.67258914027445,0.0,0.0
3832,574800,-0.06395,150,0.0,976,146400,0.7473291,0.6833791,0.34180787,325.8997724927583,0.0,0.0
3844,576600,-0.058798194,150,0.0,979,146850,0.7677222,0.708924,0.43954873,355.13007509629756,0.0,0.0
3850,577500,-0.06400889,150,0.0,982,147300,0.7259738,0.6619649,0.29633546,369.5736788155232,0.0,0.0
3862,579300,-0.072766185,150,0.0,985,147750,0.764468,0.6917018,0.4058115,349.64712708260043,0.0,0.0
3874,581100,-0.06765628,150,0.0,988,148200,0.72183037,0.6541741,0.29050985,353.9957091470115,0.0,0.0
3883,582450,0.26006484,150,0.0,991,148650,0.41671884,0.6767837,0.3277989,289.9649265115936,0.0,0.0
3894,584100,-0.06815255,150,0.0,994,149100,0.721541,0.65338844,0.28857332,335.5552367303683,0.0,0.0
3905,585750,-0.015651584,150,0.0,997,149550,0.6713066,0.655655,0.2880391,344.7567725740138,0.0,0.0
3917,587550,-0.075770795,150,0.0,1000,150000,0.76503795,0.68926716,0.39058656,359.2781379879827,0.0,0.0
3929,589350,-0.028565943,150,0.0,1003,150450,0.68713915,0.6585732,0.2883277,316.38346255620917,0.0,0.0
3940,591000,-0.07045531,150,0.0,1006,150900,0.7697399,0.6992846,0.41736314,354.3346386425985,0.0,0.0
3952,592800,-0.05505252,150,0.0,1009,151350,0.7671578,0.7121053,0.42750162,307.94851939920375,0.0,0.0
3964,594600,0.054228663,150,0.0,1012,151800,0.6000223,0.654251,0.2865547,318.3255397885674,0.0,0.0
3976,596400,-0.06757182,150,0.0,1015,152250,0.75793105,0.69035923,0.37201956,356.5863371188484,0.0,0.0
3985,597750,-0.04084736,150,0.0,1018,152700,0.71597403,0.6751267,0.3243354,335.06397228932605,0.0,0.0
3997,599550,-0.06428319,150,0.0,1021,153150,0.72463167,0.6603485,0.29236245,335.08645786397466,0.0,0.0
4009,601350,-0.057453156,150,0.0,1024,153600,0.7139164,0.65646327,0.28664523,326.1170162585359,0.0,0.0
4021,603150,-0.060023963,150,0.0,1027,154050,0.7263523,0.6663283,0.30562943,322.0851131798058,0.0,0.0
4033,604950,0.06541377,150,0.0,1030,154500,0.59383214,0.6592459,0.2898639,315.2125238170868,0.0,0.0
4045,606750,-0.022342443,150,0.0,1032,154800,0.7343781,0.71203566,0.4194989,315.6745040190264,0.0,0.0
4059,608850,0.028610408,150,0.0,1035,155250,0.63131297,0.6599234,0.29139748,330.5280500311013,0.0,0.0
4070,610500,-0.05016285,150,0.0,1038,155700,0.7234071,0.67324424,0.32042727,328.0061269251563,0.0,0.0
4082,612300,-0.0785436,150,0.0,1041,156150,0.7714561,0.6929125,0.36060396,351.22820474601025,0.0,0.0
4094,614100,-0.021958768,150,0.0,1044,156600,0.7359088,0.71395004,0.41758835,328.53676227537125,0.0,0.0
4105,615750,-0.035610497,150,0.0,1047,157050,0.70334285,0.66773236,0.30867687,293.10136630962234,0.0,0.0
4108,616200,-0.039005518,150,0.0,1050,157500,0.73846596,0.69946045,0.4121474,310.40820827369595,0.0,0.0
4120,618000,-0.05709237,150,0.0,1053,157950,0.7507912,0.6936988,0.4186561,348.5001620233812,0.0,0.0
4132,619800,-0.037842393,150,0.0,1056,158400,0.73157847,0.6937361,0.36159065,332.4840481583378,0.0,0.0
4144,621600,0.2424145,150,0.0,1059,158850,0.4589282,0.7013427,0.4297073,301.1369717322234,0.0,0.0
4158,623700,0.26684976,150,0.0,1061,159150,0.38773257,0.6545823,0.28698933,282.859447342321,0.0,0.0
4168,625200,0.2285974,150,0.0,1064,159600,0.46554238,0.6941398,0.36228853,303.6910926149668,0.0,0.0
4181,627150,0.043467104,150,0.0,1067,160050,0.65562916,0.69909626,0.4209679,296.6321886012102,0.0,0.0
4192,628800,0.26896375,150,0.0,1069,160350,0.39417964,0.6631434,0.2986221,268.3327596862129,0.0,0.0
4201,630150,0.26964736,150,0.0,1072,160800,0.39249456,0.6621419,0.29639065,305.8603674336524,0.0,0.0
4211,631650,0.002006948,150,0.0,1075,161250,0.6830735,0.68508047,0.34460303,287.81809348400714,0.0,0.0
4221,633150,0.26905698,150,0.0,1078,161700,0.38627934,0.6553363,0.28804168,305.9107832177965,0.0,0.0
4233,634950,0.27021986,150,0.0,1080,162000,0.39109403,0.6613139,0.29453707,289.4411995274321,0.0,0.0
4247,637050,0.24587426,150,0.0,1083,162450,0.4667333,0.71260756,0.436673,317.732811678549,0.0,0.0
4256,638400,0.26658753,150,0.0,1086,162900,0.40007988,0.6666674,0.30636847,318.5395733063844,0.0,0.0
4264,639600,0.051251173,150,0.0,1088,163200,0.65743345,0.7086846,0.4180741,308.76311326088324,0.0,0.0
4275,641250,0.057425797,150,0.0,1091,163650,0.62957615,0.68700194,0.34842768,319.4315130289265,0.0,0.0
4285,642750,0.26672444,150,0.0,1094,164100,0.39973757,0.666462,0.30592117,288.85675010812406,0.0,0.0
4298,644700,0.24270362,150,0.0,1097,164550,0.46451265,0.70721626,0.44077045,299.0268429740439,0.0,0.0
4312,646800,-0.02940303,150,0.0,1100,165000,0.7014013,0.67199826,0.3178012,315.7296333766922,0.0,0.0
4325,648750,0.22412348,150,0.0,1103,165450,0.46601963,0.6901431,0.36636183,310.2109241948956,0.0,0.0
4336,650400,0.24858975,150,0.0,1106,165900,0.46512407,0.7137138,0.43611813,311.6407282086489,0.0,0.0
4347,652050,-0.005454302,150,0.0,1109,166350,0.7078675,0.7024132,0.39373335,373.4342539809919,0.0,0.0
4361,654150,0.22538617,150,0.0,1112,166800,0.44848177,0.67386794,0.32173595,302.63491194592507,0.0,0.0
4368,655200,0.2682621,150,0.0,1115,167250,0.39591324,0.66417533,0.3009067,344.39499587806966,0.0,0.0
4376,656400,0.2695074,150,0.0,1118,167700,0.39284134,0.66234875,0.29685327,314.8388388188019,0.0,0.0
4387,658050,-0.06076342,150,0.0,1121,168150,0.7299772,0.6692138,0.31187028,302.0876677362929,0.0,0.0
4400,660000,-0.027696371,150,0.0,1124,168600,0.7244985,0.69680214,0.40704826,307.3415151605451,0.0,0.0
4415,662250,0.2635761,150,0.0,1127,169050,0.40767974,0.6712558,0.3162283,314.80276341867733,0.0,0.0
4431,664650,0.28499058,150,0.0,1130,169500,0.41464922,0.6996398,0.38085583,285.6081364500542,0.0,0.0
4445,666750,0.27055097,150,0.0,1133,169950,0.3902846,0.66083556,0.2934615,304.1128389058338,0.0,0.0
4457,668550,-0.26084065,150,0.0,1136,170400,0.9622991,0.70145845,0.40142667,335.8298201244151,0.0,0.0
4472,670800,0.26902825,150,0.0,1139,170850,0.38696563,0.6559939,0.2889441,325.34968289625556,0.0,0.0
4484,672600,-0.19712186,150,0.0,1142,171300,0.89009124,0.6929694,0.36003757,339.81750243866605,0.0,0.0
4496,674400,-0.28447175,150,0.0,1145,171750,0.9636836,0.67921185,0.33278325,331.19654835140193,0.0,0.0
4508,676200,0.2699927,150,0.0,1148,172200,0.38745594,0.65744865,0.28964138,321.0750514034979,0.0,0.0
4520,678000,0.2675987,150,0.0,1151,172650,0.38790393,0.6555026,0.2902917,336.31074977802746,0.0,0.0
4532,679800,0.2650042,150,0.0,1154,173100,0.40385142,0.6688556,0.31110093,277.2023232021487,0.0,0.0
4542,681300,0.027199209,150,0.0,1157,173550,0.6497679,0.6769671,0.32817742,308.71781233025064,0.0,0.0
4554,683100,0.270166,150,0.0,1160,174000,0.39122608,0.6613921,0.29471242,343.7210308588961,0.0,0.0
4565,684750,-0.044460356,150,0.0,1163,174450,0.7236429,0.6791825,0.33272347,326.68293645436324,0.0,0.0
4573,685950,0.27182084,150,0.0,1165,174750,0.3871944,0.65901524,0.28933907,278.9770076818429,0.0,0.0
4585,687750,0.26863936,150,0.0,1168,175200,0.39498034,0.6636197,0.29967827,309.1744593524761,0.0,0.0
4593,688950,0.26893917,150,0.0,1170,175500,0.39424023,0.6631794,0.2987021,274.659069378803,0.0,0.0
4608,691200,-0.079523265,150,0.0,1173,175950,0.75002545,0.6705022,0.31462565,293.312484527734,0.0,0.0
4618,692700,0.26595044,150,0.0,1176,176400,0.40290493,0.66885537,0.31110048,305.85204076175995,0.0,0.0
4629,694350,0.26693144,150,0.0,1179,176850,0.3992208,0.66615224,0.3052455,306.30367289469825,0.0,0.0
4640,696000,0.2696363,150,0.0,1182,177300,0.39252463,0.66216093,0.2964341,330.2877248022276,0.0,0.0
4650,697500,0.26797578,150,0.0,1185,177750,0.3871831,0.6551589,0.28927112,298.04162332088384,0.0,0.0
4662,699300,0.23508412,150,0.0,1188,178200,0.45923924,0.69432336,0.38191503,300.0847101919334,0.0,0.0
4673,700950,-0.039251268,150,0.0,1191,178650,0.7280755,0.68882424,0.35198694,315.79064662872366,0.0,0.0
4687,703050,0.247924,150,0.0,1194,179100,0.4544092,0.7023332,0.3934948,295.32637982669434,0.0,0.0
4694,704100,0.26570317,150,0.0,1196,179400,0.40229747,0.66800064,0.30925846,302.5103510087035,0.0,0.0
4702,705300,0.26391122,150,0.0,1198,179700,0.40674677,0.670658,0.31495732,294.0144290757372,0.0,0.0
4713,706950,0.23192689,150,0.0,1201,180150,0.45256737,0.68449426,0.34343627,296.0250542038063,0.0,0.0
4723,708450,0.24570474,150,0.0,1203,180450,0.42470595,0.6704107,0.31443036,315.73343611114456,0.0,0.0
4733,709950,0.22534001,150,0.0,1206,180900,0.45441788,0.6797579,0.33389637,317.4472851671889,0.0,0.0
